[0.27195504307746887, 0.7280449271202087]
[0.36922594904899597, 0.6307740807533264]
[0.9124839305877686, 0.08751612156629562]
[0.7559045553207397, 0.24409539997577667]
[0.2698739171028137, 0.7301260232925415]
[0.5996673107147217, 0.4003326892852783]
[0.9637011289596558, 0.03629884123802185]
[0.9465635418891907, 0.053436409682035446]
[0.32782110571861267, 0.6721789240837097]
[0.8927156329154968, 0.10728436708450317]
[0.3894181251525879, 0.6105818748474121]
[0.9351652264595032, 0.06483481824398041]
[0.5559473037719727, 0.44405263662338257]
[0.40831229090690613, 0.5916877388954163]
[0.2995845079421997, 0.7004154920578003]
[0.9639626145362854, 0.03603732958436012]
[0.27656832337379456, 0.7234317064285278]
[0.6011906862258911, 0.3988093137741089]
[0.4992705285549164, 0.5007294416427612]
[0.29805490374565125, 0.7019450664520264]
[0.944265604019165, 0.05573442578315735]
[0.25954803824424744, 0.740451991558075]
[0.970478355884552, 0.029521703720092773]
[0.2706305682659149, 0.7293694615364075]
[0.19143636524677277, 0.8085635900497437]
[0.927894115447998, 0.07210590690374374]
[0.9659178256988525, 0.03408213332295418]
[0.22884482145309448, 0.7711552381515503]
[0.27135372161865234, 0.7286462783813477]
[0.3370164632797241, 0.6629835367202759]
[0.9398728609085083, 0.060127142816782]
[0.19114883244037628, 0.8088511228561401]
[0.9228092432022095, 0.07719077914953232]
[0.2832830250263214, 0.7167169451713562]
[0.9608802795410156, 0.03911971300840378]
[0.27696260809898376, 0.7230374217033386]
[0.2969112694263458, 0.7030887603759766]
[0.9720325469970703, 0.027967482805252075]
[0.9381834864616394, 0.0618165023624897]
[0.26502054929733276, 0.7349794507026672]
[0.36889633536338806, 0.6311036944389343]
[0.8756081461906433, 0.1243918389081955]
[0.9481492042541504, 0.05185079202055931]
[0.31162166595458984, 0.6883782744407654]
[0.3065997064113617, 0.6934002637863159]
[0.26171427965164185, 0.7382857203483582]
[0.6077523827552795, 0.39224758744239807]
[0.24426959455013275, 0.7557304501533508]
[0.34974434971809387, 0.6502556800842285]
[0.9651435613632202, 0.034856464713811874]
[0.9537556171417236, 0.04624436795711517]
[0.6725324988365173, 0.32746756076812744]
[0.8887214660644531, 0.11127852648496628]
[0.9386326670646667, 0.06136732175946236]
[0.21993960440158844, 0.7800604104995728]
[0.39748746156692505, 0.6025125980377197]
[0.9558253288269043, 0.044174645096063614]
[0.4275954067707062, 0.5724046230316162]
[0.9522609710693359, 0.04773898050189018]
[0.708327054977417, 0.2916729748249054]
[0.9707489609718323, 0.029250983148813248]
[0.24197912216186523, 0.7580208778381348]
[0.30903199315071106, 0.6909679770469666]
[0.9367972612380981, 0.06320273876190186]
[0.9547484517097473, 0.04525156691670418]
[0.9711479544639587, 0.02885199338197708]
[0.39922839403152466, 0.6007716655731201]
[0.260410875082016, 0.7395891547203064]
[0.2743368148803711, 0.7256632447242737]
[0.8529276251792908, 0.14707237482070923]
[0.9477448463439941, 0.052255161106586456]
[0.2897234857082367, 0.7102765440940857]
[0.9322553277015686, 0.06774464249610901]
[0.26266658306121826, 0.737333357334137]
[0.3067697286605835, 0.6932303309440613]
[0.9135201573371887, 0.08647987246513367]
[0.3230943977832794, 0.6769055724143982]
[0.5847586989402771, 0.4152412712574005]
[0.3472033143043518, 0.6527966260910034]
[0.6326971650123596, 0.36730286478996277]
[0.9629062414169312, 0.03709378093481064]
[0.5280715227127075, 0.4719284772872925]
[0.9432471394538879, 0.056752853095531464]
[0.8793756365776062, 0.12062432616949081]
[0.9292730093002319, 0.07072702050209045]
[0.3375984728336334, 0.662401556968689]
[0.9673744440078735, 0.03262552246451378]
[0.29369091987609863, 0.7063091397285461]
[0.9442204236984253, 0.055779628455638885]
[0.1897367388010025, 0.8102632761001587]
[0.8963576555252075, 0.10364235192537308]
[0.5788894891738892, 0.42111048102378845]
[0.2742050886154175, 0.7257949113845825]
[0.9321724772453308, 0.06782751530408859]
[0.7269161343574524, 0.27308389544487]
[0.2840481996536255, 0.7159518003463745]
[0.6773481369018555, 0.32265183329582214]
[0.28664717078208923, 0.7133527994155884]
[0.9368585348129272, 0.06314147263765335]
[0.9540166258811951, 0.045983344316482544]
[0.25073006749153137, 0.7492699027061462]
[0.38507357239723206, 0.6149263978004456]
[0.9609521627426147, 0.03904779255390167]
[0.30136993527412415, 0.6986300349235535]
[0.5161187648773193, 0.48388123512268066]
[0.9570770263671875, 0.04292292520403862]
[0.9253817796707153, 0.07461821287870407]
[0.37758156657218933, 0.6224184036254883]
[0.9399794936180115, 0.060020562261343]
[0.27890682220458984, 0.7210931777954102]
[0.22852261364459991, 0.7714773416519165]
[0.9347189664840698, 0.06528103351593018]
[0.9141018986701965, 0.08589805662631989]
[0.2860485315322876, 0.7139514684677124]
[0.19138562679290771, 0.8086144328117371]
[0.4345577657222748, 0.5654422044754028]
[0.41948971152305603, 0.5805102586746216]
[0.4400935769081116, 0.5599064230918884]
[0.7880029082298279, 0.2119971066713333]
[0.9250392317771912, 0.07496074587106705]
[0.28824612498283386, 0.7117539048194885]
[0.668607234954834, 0.33139273524284363]
[0.6699286103248596, 0.3300713896751404]
[0.34581562876701355, 0.6541843414306641]
[0.4343714416027069, 0.5656285285949707]
[0.6929779648780823, 0.30702200531959534]
[0.32755666971206665, 0.6724433302879333]
[0.6571103930473328, 0.34288957715034485]
[0.8982750177383423, 0.10172492265701294]
[0.8874325752258301, 0.11256741732358932]
[0.9491269588470459, 0.05087301880121231]
[0.9548144340515137, 0.04518554359674454]
[0.2953624129295349, 0.7046376466751099]
[0.9707136154174805, 0.02928643301129341]
[0.642475962638855, 0.35752400755882263]
[0.96608567237854, 0.03391430526971817]
[0.9220031499862671, 0.0779968798160553]
[0.3539676368236542, 0.6460323333740234]
[0.2593400776386261, 0.7406599521636963]
[0.9446279406547546, 0.05537202209234238]
[0.9483403563499451, 0.05165966972708702]
[0.2519604563713074, 0.7480395436286926]
[0.6802543997764587, 0.31974560022354126]
[0.9062862992286682, 0.0937136560678482]
[0.9484676122665405, 0.051532357931137085]
[0.573934018611908, 0.42606601119041443]
[0.4871908724308014, 0.5128090977668762]
[0.3221918046474457, 0.6778081655502319]
[0.7686180472373962, 0.23138199746608734]
[0.9214953184127808, 0.07850466668605804]
[0.19492694735527039, 0.8050730228424072]
[0.5890482664108276, 0.41095173358917236]
[0.5490670800209045, 0.45093291997909546]
[0.894961953163147, 0.1050381138920784]
[0.7734569907188416, 0.22654302418231964]
[0.9678757190704346, 0.03212422505021095]
[0.28424373269081116, 0.7157562375068665]
[0.18930160999298096, 0.8106984496116638]
[0.341408371925354, 0.658591628074646]
[0.24674053490161896, 0.7532594799995422]
[0.36259379982948303, 0.6374061703681946]
[0.6710485816001892, 0.3289514183998108]
[0.9381628036499023, 0.061837248504161835]
[0.2777103781700134, 0.7222896218299866]
[0.28455156087875366, 0.7154483795166016]
[0.9362778067588806, 0.06372225284576416]
[0.21043547987937927, 0.7895644903182983]
[0.9387289881706238, 0.06127103418111801]
[0.9317463040351868, 0.06825371831655502]
[0.3614349067211151, 0.6385650634765625]
[0.8023867607116699, 0.19761322438716888]
[0.5065648555755615, 0.4934351444244385]
[0.23596583306789398, 0.7640342116355896]
[0.19404755532741547, 0.8059524893760681]
[0.25581151247024536, 0.7441884875297546]
[0.44916173815727234, 0.55083829164505]
[0.2496631145477295, 0.7503368854522705]
[0.9285048842430115, 0.07149507105350494]
[0.9431476593017578, 0.056852344423532486]
[0.27059587836265564, 0.729404091835022]
[0.9628328680992126, 0.03716718778014183]
[0.29295748472213745, 0.7070425152778625]
[0.5182445049285889, 0.48175546526908875]
[0.9608421325683594, 0.03915787115693092]
[0.9381872415542603, 0.06181274726986885]
[0.9309194087982178, 0.06908052414655685]
[0.3049916625022888, 0.6950083374977112]
[0.29519203305244446, 0.7048079967498779]
[0.23439009487628937, 0.7656099200248718]
[0.242561474442482, 0.7574384808540344]
[0.9417098164558411, 0.05829014256596565]
[0.23279275000095367, 0.7672072649002075]
[0.3396304249763489, 0.6603695750236511]
[0.27639150619506836, 0.7236084938049316]
[0.9504086375236511, 0.049591343849897385]
[0.6895245313644409, 0.3104754686355591]
[0.41226279735565186, 0.5877372026443481]
[0.8800515532493591, 0.11994846165180206]
[0.9560006856918335, 0.043999332934617996]
[0.8388327956199646, 0.16116724908351898]
[0.9360519051551819, 0.0639481246471405]
[0.3857414424419403, 0.6142585277557373]
[0.9311913251876831, 0.0688086748123169]
[0.33857592940330505, 0.6614241003990173]
[0.27249741554260254, 0.7275025844573975]
[0.5019983649253845, 0.4980016350746155]
[0.32090482115745544, 0.6790951490402222]
[0.3165801167488098, 0.6834198236465454]
[0.9242312908172607, 0.07576864212751389]
[0.28113874793052673, 0.7188612818717957]
[0.2566313147544861, 0.7433686852455139]
[0.24911783635616302, 0.7508822083473206]
[0.9171225428581238, 0.08287743479013443]
[0.4360722005367279, 0.5639277696609497]
[0.937780499458313, 0.06221950054168701]
[0.8647153377532959, 0.1352846771478653]
[0.2512574791908264, 0.7487425208091736]
[0.9266856908798218, 0.07331427931785583]
[0.46302464604377747, 0.5369753241539001]
[0.9325571656227112, 0.06744284927845001]
[0.3779016435146332, 0.6220983266830444]
[0.19107817113399506, 0.8089218139648438]
[0.2761760354042053, 0.7238239645957947]
[0.9725033640861511, 0.02749660238623619]
[0.9265525937080383, 0.07344743609428406]
[0.9753222465515137, 0.02467774599790573]
[0.23011057078838348, 0.7698894739151001]
[0.23432929813861847, 0.7656707167625427]
[0.9554358124732971, 0.04456418752670288]
[0.9552766680717468, 0.04472334310412407]
[0.21055971086025238, 0.7894402742385864]
[0.8280051350593567, 0.1719948798418045]
[0.9252726435661316, 0.0747273862361908]
[0.8597378134727478, 0.14026214182376862]
[0.5541368722915649, 0.44586309790611267]
[0.25891759991645813, 0.7410823702812195]
[0.24546092748641968, 0.7545390725135803]
[0.5489012598991394, 0.4510986804962158]
[0.32903701066970825, 0.6709630489349365]
[0.25257354974746704, 0.747426450252533]
[0.9682735800743103, 0.031726401299238205]
[0.9162572026252747, 0.08374273777008057]
[0.35375478863716125, 0.6462452411651611]
[0.49898773431777954, 0.5010122656822205]
[0.9441976547241211, 0.055802349001169205]
[0.25435930490493774, 0.7456406354904175]
[0.91697758436203, 0.08302248269319534]
[0.872104287147522, 0.12789569795131683]
[0.9681623578071594, 0.03183760866522789]
[0.956462562084198, 0.043537408113479614]
[0.24186097085475922, 0.7581390142440796]
[0.7129543423652649, 0.28704559803009033]
[0.8966546654701233, 0.10334528237581253]
[0.20810942351818085, 0.7918906211853027]
[0.3329545855522156, 0.6670453548431396]
[0.6023544073104858, 0.3976455628871918]
[0.3236894905567169, 0.6763105392456055]
[0.589475691318512, 0.41052427887916565]
[0.9540577530860901, 0.04594220593571663]
[0.4925920367240906, 0.5074079036712646]
[0.7993447184562683, 0.20065532624721527]
[0.6979722380638123, 0.30202773213386536]
[0.47085174918174744, 0.529148280620575]
[0.9567492604255676, 0.04325071722269058]
[0.34684526920318604, 0.653154730796814]
[0.244573712348938, 0.755426287651062]
[0.19650359451770782, 0.8034963607788086]
[0.9310753345489502, 0.068924680352211]
[0.2590048909187317, 0.7409950494766235]
[0.4282888174057007, 0.5717111825942993]
[0.9089884161949158, 0.09101160615682602]
[0.566866934299469, 0.4331330358982086]
[0.8002071976661682, 0.1997928023338318]
[0.9560075998306274, 0.04399239271879196]
[0.36825698614120483, 0.6317430138587952]
[0.28168660402297974, 0.718313455581665]
[0.3560766875743866, 0.6439233422279358]
[0.48525315523147583, 0.5147468447685242]
[0.5908111929893494, 0.40918877720832825]
[0.4281015992164612, 0.5718984007835388]
[0.31521472334861755, 0.6847853064537048]
[0.9458096623420715, 0.05419037118554115]
[0.25133201479911804, 0.7486680150032043]
[0.9016661047935486, 0.09833388775587082]
[0.7784975171089172, 0.22150254249572754]
[0.3573368489742279, 0.6426631808280945]
[0.9047986268997192, 0.09520133584737778]
[0.933090090751648, 0.06690987944602966]
[0.9055975675582886, 0.09440246224403381]
[0.9200581312179565, 0.07994189858436584]
[0.24930468201637268, 0.7506952881813049]
[0.5692129135131836, 0.430787056684494]
[0.17666034400463104, 0.8233397006988525]
[0.4365880489349365, 0.5634119510650635]
[0.9435378313064575, 0.05646218731999397]
[0.3898393213748932, 0.6101607084274292]
[0.18865686655044556, 0.8113431334495544]
[0.2953106462955475, 0.7046893835067749]
[0.9008070230484009, 0.09919296205043793]
[0.337077260017395, 0.6629226803779602]
[0.35213783383369446, 0.6478621959686279]
[0.3098294734954834, 0.6901704668998718]
[0.9308786988258362, 0.06912124902009964]
[0.9500084519386292, 0.049991581588983536]
[0.3794494569301605, 0.6205505132675171]
[0.6823923587799072, 0.3176076114177704]
[0.42965057492256165, 0.570349395275116]
[0.6095244288444519, 0.3904756009578705]
[0.33896321058273315, 0.6610367298126221]
[0.9445346593856812, 0.055465344339609146]
[0.7967554330825806, 0.20324453711509705]
[0.2816401720046997, 0.7183598279953003]
[0.8713700771331787, 0.12862993776798248]
[0.6339055299758911, 0.3660944700241089]
[0.935919463634491, 0.06408053636550903]
[0.22276237607002258, 0.777237594127655]
[0.9595897793769836, 0.040410228073596954]
[0.29352056980133057, 0.7064794301986694]
[0.9525037407875061, 0.04749627783894539]
[0.9225806593894958, 0.07741937786340714]
[0.9653423428535461, 0.03465768322348595]
[0.9449673295021057, 0.05503271147608757]
[0.932865560054779, 0.06713446229696274]
[0.16313914954662323, 0.8368608951568604]
[0.8801652193069458, 0.11983481794595718]
[0.9426844716072083, 0.057315509766340256]
[0.32674965262413025, 0.6732503771781921]
[0.43121159076690674, 0.5687884092330933]
[0.9714676737785339, 0.028532348573207855]
[0.26656147837638855, 0.7334385514259338]
[0.9273931980133057, 0.07260682433843613]
[0.3892287313938141, 0.6107712984085083]
[0.28165993094444275, 0.7183400392532349]
[0.36854732036590576, 0.6314526796340942]
[0.949852705001831, 0.050147317349910736]
[0.30252987146377563, 0.6974701285362244]
[0.2511303722858429, 0.7488695979118347]
[0.434821218252182, 0.5651787519454956]
[0.20277740061283112, 0.7972225546836853]
[0.9505361318588257, 0.04946378991007805]
[0.28303563594818115, 0.7169643640518188]
[0.25085312128067017, 0.7491468787193298]
[0.3337927460670471, 0.6662071943283081]
[0.2170364260673523, 0.7829635739326477]
[0.2743079662322998, 0.7256920337677002]
[0.6700433492660522, 0.32995668053627014]
[0.35137054324150085, 0.6486294269561768]
[0.38615545630455017, 0.6138445138931274]
[0.24948231875896454, 0.7505176663398743]
[0.9010277390480042, 0.09897222369909286]
[0.6702776551246643, 0.3297223746776581]
[0.30939242243766785, 0.6906075477600098]
[0.8816283345222473, 0.1183716356754303]
[0.5062320232391357, 0.49376797676086426]
[0.8983028531074524, 0.10169718414545059]
[0.946349024772644, 0.05365101620554924]
[0.36806023120880127, 0.6319397687911987]
[0.570684552192688, 0.429315447807312]
[0.3278408646583557, 0.6721591353416443]
[0.3353870213031769, 0.6646129488945007]
[0.7243878245353699, 0.2756122052669525]
[0.8842822909355164, 0.11571773886680603]
[0.3371307849884033, 0.6628692150115967]
[0.49508535861968994, 0.5049146413803101]
[0.6235167384147644, 0.376483291387558]
[0.2723650336265564, 0.7276349663734436]
[0.3389587998390198, 0.661041259765625]
[0.9258328080177307, 0.07416723668575287]
[0.9177204966545105, 0.0822795107960701]
[0.6326946020126343, 0.3673053979873657]
[0.3689427971839905, 0.6310572028160095]
[0.6777619123458862, 0.32223808765411377]
[0.2565046548843384, 0.7434953451156616]
[0.4508047103881836, 0.5491952896118164]
[0.861498236656189, 0.13850177824497223]
[0.26282569766044617, 0.7371742725372314]
[0.9710000157356262, 0.029000014066696167]
[0.5233994722366333, 0.4766005277633667]
[0.9399272203445435, 0.06007281318306923]
[0.8940755128860474, 0.10592450946569443]
[0.7920749187469482, 0.20792508125305176]
[0.2784300148487091, 0.7215700149536133]
[0.7057034373283386, 0.2942965626716614]
[0.2381938099861145, 0.7618061900138855]
[0.7040865421295166, 0.295913428068161]
[0.31357666850090027, 0.6864233613014221]
[0.45604923367500305, 0.5439507365226746]
[0.2975636422634125, 0.7024363279342651]
[0.29422318935394287, 0.7057768106460571]
[0.6530159115791321, 0.34698405861854553]
[0.35096463561058044, 0.6490353345870972]
[0.34053948521614075, 0.6594604849815369]
[0.3048795163631439, 0.6951204538345337]
[0.8824552297592163, 0.11754477769136429]
[0.9334046840667725, 0.06659532338380814]
[0.6471319198608398, 0.35286810994148254]
[0.8686537742614746, 0.13134616613388062]
[0.18181957304477692, 0.8181804418563843]
[0.4978780150413513, 0.5021219849586487]
[0.26366713643074036, 0.7363328337669373]
[0.32858023047447205, 0.6714197397232056]
[0.8088715672492981, 0.1911284625530243]
[0.4016260802745819, 0.5983739495277405]
[0.1926906704902649, 0.8073093891143799]
[0.4374089241027832, 0.5625910758972168]
[0.2534586489200592, 0.7465413808822632]
[0.9399181604385376, 0.060081787407398224]
[0.35745465755462646, 0.6425453424453735]
[0.5728975534439087, 0.4271024763584137]
[0.9134257435798645, 0.08657419681549072]
[0.655649721622467, 0.34435033798217773]
[0.6545239090919495, 0.34547609090805054]
[0.4287501573562622, 0.5712498426437378]
[0.6502608060836792, 0.3497392237186432]
[0.3398088812828064, 0.6601911783218384]
[0.2253025323152542, 0.774697482585907]
[0.8824685215950012, 0.11753153055906296]
[0.8734586834907532, 0.1265413612127304]
[0.9614441394805908, 0.038555797189474106]
[0.2532041072845459, 0.7467958927154541]
[0.6998602747917175, 0.30013972520828247]
[0.965251624584198, 0.034748371690511703]
[0.9331197142601013, 0.06688033044338226]
[0.22052809596061707, 0.7794718742370605]
[0.9068421125411987, 0.09315786510705948]
[0.6038037538528442, 0.3961962163448334]
[0.3469270169734955, 0.6530730128288269]
[0.9299898743629456, 0.07001014053821564]
[0.7381398677825928, 0.2618601620197296]
[0.36151787638664246, 0.6384821534156799]
[0.3844563961029053, 0.6155436038970947]
[0.9469497203826904, 0.053050339221954346]
[0.36353805661201477, 0.6364619731903076]
[0.9525992274284363, 0.04740072786808014]
[0.6184910535812378, 0.38150888681411743]
[0.3325076699256897, 0.6674922704696655]
[0.9195443987846375, 0.08045562356710434]
[0.4301123321056366, 0.5698876976966858]
[0.4247365891933441, 0.5752634406089783]
[0.9320830702781677, 0.06791696697473526]
[0.18630290031433105, 0.8136970400810242]
[0.29925939440727234, 0.70074063539505]
[0.30705222487449646, 0.6929477453231812]
[0.4385525584220886, 0.5614474415779114]
[0.71848464012146, 0.28151535987854004]
[0.777184247970581, 0.22281581163406372]
[0.9487813711166382, 0.051218632608652115]
[0.917149007320404, 0.08285105228424072]
[0.9346941709518433, 0.06530588865280151]
[0.9640274047851562, 0.03597260266542435]
[0.9073627591133118, 0.09263722598552704]
[0.948237419128418, 0.051762599498033524]
[0.941267192363739, 0.058732837438583374]
[0.35129594802856445, 0.6487040519714355]
[0.18089555203914642, 0.8191044330596924]
[0.830649197101593, 0.1693507879972458]
[0.9312300682067871, 0.06876987218856812]
[0.9607917070388794, 0.03920825943350792]
[0.9450814127922058, 0.054918523877859116]
[0.912220299243927, 0.08777975291013718]
[0.3307967483997345, 0.6692032217979431]
[0.3607615530490875, 0.6392384171485901]
[0.946395218372345, 0.053604766726493835]
[0.6437342166900635, 0.3562657833099365]
[0.2732495963573456, 0.726750373840332]
[0.2971115708351135, 0.7028884291648865]
[0.5690541863441467, 0.4309457838535309]
[0.199332594871521, 0.8006674647331238]
[0.27826589345932007, 0.7217341065406799]
[0.9368996620178223, 0.06310030072927475]
[0.2982868552207947, 0.7017131447792053]
[0.392050176858902, 0.6079497933387756]
[0.7944137454032898, 0.20558622479438782]
[0.9178814888000488, 0.08211848884820938]
[0.9192551970481873, 0.08074485510587692]
[0.2607979476451874, 0.7392020225524902]
[0.6557303667068481, 0.34426966309547424]
[0.2539663314819336, 0.7460336685180664]
[0.9412797689437866, 0.05872020497918129]
[0.32303470373153687, 0.6769652962684631]
[0.2789990305900574, 0.7210009098052979]
[0.4512284994125366, 0.5487715005874634]
[0.3407246172428131, 0.6592753529548645]
[0.938951313495636, 0.06104866415262222]
[0.33207643032073975, 0.6679235100746155]
[0.9177717566490173, 0.08222825080156326]
[0.28116562962532043, 0.718834400177002]
[0.9453598260879517, 0.05464012175798416]
[0.2546483874320984, 0.7453516721725464]
[0.6060541272163391, 0.3939458727836609]
[0.18165498971939087, 0.8183449506759644]
[0.2853720486164093, 0.7146279215812683]
[0.964159369468689, 0.03584064543247223]
[0.27173885703086853, 0.7282611727714539]
[0.7578405737876892, 0.2421594262123108]
[0.9765189290046692, 0.023481056094169617]
[0.9377986788749695, 0.06220138445496559]
[0.31434136629104614, 0.6856586337089539]
[0.9594306349754333, 0.040569327771663666]
[0.9308906197547913, 0.06910938769578934]
[0.4635578691959381, 0.5364421606063843]
[0.9253485202789307, 0.07465154677629471]
[0.8904088735580444, 0.10959106683731079]
[0.9580371975898743, 0.041962798684835434]
[0.2622630298137665, 0.7377369999885559]
[0.9246139526367188, 0.07538609206676483]
[0.49997326731681824, 0.5000267028808594]
[0.887871503829956, 0.11212850362062454]
[0.3827098608016968, 0.617290198802948]
[0.29093053936958313, 0.7090694904327393]
[0.412253201007843, 0.587746798992157]
[0.9378879070281982, 0.06211216375231743]
[0.37380534410476685, 0.6261947154998779]
[0.20372331142425537, 0.7962766885757446]
[0.9500522613525391, 0.04994775354862213]
[0.5080045461654663, 0.4919954836368561]
[0.30662211775779724, 0.6933778524398804]
